"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"United Kingdom","GBR","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Georgia","GEO","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.66","10.4","11.48","7.73","6.34","3.85","1.48","0.6","0.15","0.03","0","0","0","0","0","0","0","0","0","0","0","","","","",
"Ghana","GHA","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","432.01","413.03","392.99","363.88","336.11","319.57","309.15","305.35","315.21","341.57","367.74","377.23","370.61","347.51","315.65","274.27","239.27","223.76","217.5","221.12","225.78","216.42","211.71","193.9","",
"Gibraltar","GIB","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","429.01","426.39","410.07","389.81","361.64","340.02","333.98","341.32","364.93","394.68","415.57","428.42","430.03","408.22","388.79","374.15","355.99","353.41","354.85","339.56","330.31","326.59","310.9","307.78","",
"Gambia, The","GMB","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","309.72","301.46","293.32","285.25","277.25","269.36","261.65","254.15","246.86","239.74","232.81","238.87","256.47","204.12","140.32","202.51","130.07","63.21","81.75","44.76","83.83","62.48","95.52","87.51","",
"Guinea-Bissau","GNB","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","409.27","326.39","255.24","185.2","122.53","93.77","78.14","76.7","88.18","107.63","126.46","130.58","126.94","121.92","106.84","90.49","75.03","65.1","66.48","74.82","94.41","106.17","110.86","104","",
"Equatorial Guinea","GNQ","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","336.75","335.13","328.06","335.26","348.4","359.53","358.81","355.54","333.43","302.07","286.72","289.66","311.61","332.85","335.28","334.25","316.24","291.24","267.57","246.38","242.54","237.31","235.02","228.82","",
"Greece","GRC","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Grenada","GRD","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.21","4.72","4.57","3.89","3.53","4.73","3.63","1.75","0.8","0.77","0.86","0.71","0.55","0.63","0.49","0.54","0.48","0.39","0.28","0.19","0.09","0.1","0.14","0.22","",
"Guam","GUM","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.97","49.67","40.14","50.69","53.01","71.73","36.4","20.74","21.69","23.77","39.55","52.08","58.38","76.61","29.58","23.76","25.3","32.75","38.87","32.25","27.36","31.53","32.23","42.66","",
"High income","HIC","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.64","5.78","4.02","3.21","3.83","3.46","2.48","2.11","1.62","1.74","1.76","1.33","1.1","0.9","0.56","0.58","0.66","0.2","0.11","0.05","0.12","0.16","0.37","0.27","",
"Heavily indebted poor countries (HIPC)","HPC","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","318.016894811087","320.444297356549","311.456102968095","306.47850053717","294.89288240998","281.451552462695","270.068121374931","255.83651847546","246.719529544615","248.66595523484","247.656689362015","239.690454270988","233.611528302396","226.883832119829","216.197259406905","212.618309391852","207.518835119678","209.615137956844","200.527454614934","194.763301450575","199.339231457544","195.383497117084","190.527697195232","195.086386215899","",
"Croatia","HRV","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Haiti","HTI","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.71","9.71","9.71","9.71","9.71","9.71","9.86","8.75","10.52","9.71","9.71","9.2","7.29","6.85","3.57","3.42","3.81","3.43","1.63","1.78","4.07","2.22","2.55","2.29","",
"Hungary","HUN","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IBRD only","IBD","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.6790403836861","13.6163607568427","12.7985672280151","13.3155095310324","14.1474905735071","14.8969797004213","12.7762504155811","12.0838086781024","11.8730764530053","11.7355907417855","11.5041642849965","9.99402064620154","8.56822203644169","7.2310929817115","7.18521936487512","6.12887468658072","6.47115055023615","5.97568729789996","5.49232385733209","5.37380559592564","5.24741463391019","","4.93390078144267","","",
"IDA & IBRD total","IBT","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.9126014237484","80.6786326656196","78.6025007674524","78.7837280046952","78.1546112828211","76.8580551871278","73.8970268105519","71.4714259739863","70.0064928419592","70.5588097420795","69.5505640265363","66.5721857853331","64.1448147800057","61.5124431341613","59.6837190758142","58.4779480528708","58.3787256409388","59.4020692944694","57.959468349125","57.4978774805648","59.9128652496181","69.4865012891079","59.5153411646819","71.7315789836215","",
"IDA total","IDA","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","235.354025469245","236.316200757155","229.51579799083","227.089156096481","221.371456394132","213.755517039713","207.156820963943","199.161038214455","193.283669440219","193.644220226795","190.263506237488","182.591330922776","176.908716353984","170.476658636515","163.939233975061","161.258667965131","159.082417512917","161.756249503065","157.107802507336","154.562678474931","159.206862766049","156.634288703566","155.799677246769","162.13576696424","",
"IDA blend","IDB","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","197.837758584864","198.744424765055","192.167760087461","192.106426698067","192.506634975861","189.769285071015","187.329228568444","185.54790820101","181.08113850134","176.145545937312","164.689280943903","154.611554613636","146.155759484741","140.77342296846","137.579850684728","134.894221879601","135.47289545945","138.021896012001","137.132338347265","137.555155554104","143.725256270604","140.398690383203","144.767593991136","147.5710102005","",
"Indonesia","IDN","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.28","5.28","5.28","5.28","4.77","5.14","5.92","5.28","5.28","5.28","8.09","7.26","7.11","5.98","4.49","3.97","4.11","2.78","2.45","2.84","2.8","2.93","4.14","3.88","",
"IDA only","IDX","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","258.916784576371","259.967725907295","253.019039914474","249.086149230225","239.52930246941","228.843356672604","219.619460896681","207.722284152973","200.968512664334","204.678263078836","206.403983020932","200.24495867179","196.283557684879","189.152034479415","180.469510368285","177.726863093232","173.745959289912","176.409975550688","169.367115555646","164.932112785495","168.58798306021","166.475878766188","162.451495405848","171.077019500442","",
"Isle of Man","IMN","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.96","19.9","18.46","19.36","21.22","22.48","18.09","17.32","17.83","18.07","17.36","14.71","11.76","9.04","9.04","6.56","6.7","5","3.63","3","2.65","2.62","1.69","1.52","",
"Not classified","INX","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iran, Islamic Rep.","IRN","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.07","28.03","22.41","33.56","19.27","25.86","21.23","20.63","10.83","5.57","2.34","2.04","0.93","0.58","0.43","0.2","0.09","0.07","0","0","0","0","1.57","2.73","",
"Iraq","IRQ","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.59","0.39","0.28","0.1","0.04","0.01","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Iceland","ISL","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Israel","ISR","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Italy","ITA","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Jamaica","JAM","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Jordan","JOR","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Japan","JPN","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kazakhstan","KAZ","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","","","","","",
"Kenya","KEN","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","220.85","245.45","230.66","224.05","186.64","139.9","104.62","78.54","65.87","64.23","66.53","68.71","70.56","72.08","71.62","69.37","64.8","64.07","61.18","58.68","61.86","63.69","62.09","59.53","",
"Kyrgyz Republic","KGZ","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0.68","0.11","0.02","0.05","0.08","0.02","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","",
"Cambodia","KHM","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.47","43.16","38.16","50.07","42.78","40.66","45.14","19.41","21.49","41.97","34.25","35.14","24.46","15.64","21.95","19.69","11.01","17.73","23.52","11.95","3.64","1.58","1.44","0.49","",
"Kiribati","KIR","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.28","0.78","0.54","0.35","0.26","0.41","0.61","0.66","0.31","0.26","0.37","0.15","0.11","0.11","0.16","0.18","0.17","0.12","0.14","0.13","0.1","0.08","0.11","0.18","",
"Kuwait","KWT","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.7655539802252","11.8397819709751","10.5336833672149","10.0348301416425","9.59879424902101","10.5150685645849","9.13378034139515","8.10413344206996","5.56598885937102","5.36462147894353","6.19655453930769","4.37867172385687","3.97133037862781","3.48228665804593","2.80122024847539","3.1571864215687","3.05965756385484","3.41901136110026","3.25998968451791","3.06426425622578","3.06850281197546","2.58653094558042","2.54136794934514","2.70984870044414","",
"Lao PDR","LAO","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.76","21.61","17.26","15.42","13.41","11.46","15.78","14.5","12.95","14.62","13.28","9.08","23.57","19.93","25.16","17.66","7.47","4","4.22","2.8","1.48","1.65","0.94","0.29","",
"Lebanon","LBN","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liberia","LBR","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","420.88","429.75","434.88","433.59","407.8","405.71","397.9","382.09","368.42","354.59","334.12","311.23","276.48","271.4","301.31","335.43","370.25","379.14","351.46","318.82","291.71","225.61","189.3","186.8","",
"Libya","LBY","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.4698065919969","10.8452575450177","9.7394498317067","9.39950172193464","9.16602631542683","10.0351895957577","8.51894396326198","7.5582220221097","5.25681047148957","5.12116285780506","6.04116368220519","4.48680468693491","4.22208759652859","4.10110142840366","3.34934026036144","3.98777069442422","4.74289387275743","6.4469978405064","6.27500861536841","6.007992634421","4.34662354199995","3.82852823824138","3.45709429021754","3.56091404117226","",
"Least developed countries: UN classification","LDC","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","265.533502469281","267.367760025241","259.587880203849","256.256532424397","246.998089449306","236.457599655944","227.604606402587","214.853963201603","205.551403534258","206.272407256505","205.204187465407","197.200511469749","195.59263799208","191.279721404516","183.665971865215","182.914844534508","180.201748112751","184.199486103639","176.750389534223","171.932994144468","175.734441590889","173.026232617715","168.675782995669","174.315318399758","",
"Low income","LIC","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","284.026001236595","289.23459783674","281.49547359643","277.921390321502","268.119093661882","255.546681875025","248.071110527811","235.348326772541","227.341578749628","232.106991588462","231.735382956289","223.13500547162","221.219434653069","216.380399399633","205.272336762531","203.806781507063","200.847021309016","206.297183116027","195.781109721938","189.232865467141","194.125721767406","188.112208988305","182.094451803716","197.325967438947","",
"Liechtenstein","LIE","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.33","14.76","9.09","2.29","0.81","0.35","0.13","0.04","0.14","0.11","0.14","0.03","0","0","0","0","0","0","0","0","0","0","0","0","",
"Lower middle income","LMC","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.7724231896977","77.4991274884456","74.838848390074","75.0489591612447","75.2881694270452","74.8531396015935","70.6775770133437","68.6889054455973","67.4061848474806","66.6532621501838","64.5511836737094","60.8915552636734","56.7815451171139","53.0822898684251","52.222031544447","50.0869048148446","49.9883744192032","49.865851684698","49.3450680377113","49.4493172734627","51.098637711485","51.1856690252432","51.8722292917304","52.1931425830808","",
"Low & middle income","LMY","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.0750176706184","80.8558148475836","78.7708851703845","78.9244939989874","78.2901639634678","76.9874318107771","74.0343882678586","71.6072210514469","70.1476460700576","70.7002453745136","69.6824067992656","66.6984541333603","64.2645424673213","61.6137213013208","59.7866016366557","58.5655231384403","58.4341216942853","59.4054442265348","57.9548193518947","57.4889342518117","59.9650972440284","69.5692496876433","59.5788699463175","71.8331134720525","",
"Lesotho","LSO","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Late-demographic dividend","LTE","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.12748813140297","1.68950614711117","1.41569553037821","1.25547654976823","1.19675303214281","1.33774587094297","1.20456509590158","1.10298198381391","0.732891318815451","0.716462136953313","0.856823963891666","0.614560334615678","0.605618723709404","0.504767511011093","0.365940672260223","0.373004631389694","0.353751857915187","0.418324762755123","0.429570448262379","0.405479717514752","0.380493710411682","","0.338339959201249","","",
"Lithuania","LTU","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latvia","LVA","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Macao SAR, China","MAC","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Monaco","MCO","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Madagascar","MDG","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.85","65.26","51.2","65.3","44.83","34.6","33.78","30.68","29.9","44.57","44.52","37.08","70.79","63.67","49.8","106.98","63.37","77.22","71.86","71.73","138.73","166.33","117.08","200.02","",
"Maldives","MDV","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa","MEA","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.67334959687212","8.34048287092475","9.02954194695214","8.09659924939017","6.34750721981221","6.54338767713661","7.62350371826539","5.30590658397865","3.28250584544509","4.14867658389719","6.50409492082721","4.46570943857804","4.55583723905093","3.64519036625809","3.07825798385533","2.67662318698003","3.41706947882742","3.81856119436821","4.445776546363","4.32258745282204","4.24343114518741","5.05255636947914","4.44385574812924","4.95463584387024","",
"Mexico","MEX","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.53","2.35","2.15","1.75","1.54","1.32","1.11","1.02","1.01","1.14","0.51","0.46","0.34","0.2","0.26","0.2","0.21","0.28","0.3","0.23","0.13","0.09","0.06","0.02","",
"Marshall Islands","MHL","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.5511459864377","53.4637761306316","51.7619557914768","52.036263135193","52.2977588543214","52.197399772306","49.5064107817914","48.1841789918668","47.339941334242","46.955022638981","45.6463340904126","43.1587216804406","40.3706282411279","37.7903859907591","37.1480002004288","35.6972771433934","35.708460973637","35.622632510544","35.2821578450054","35.4405172677274","36.9531827837802","44.6334543712428","37.7866212898577","45.6239421721394","",
"North Macedonia","MKD","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mali","MLI","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","394.98","396.22","405.09","412.36","417.89","419.83","395.08","378.67","369.17","364.79","373.6","394.18","424.29","441","429.54","381.71","374.39","376.98","377.17","325.76","349.39","345.92","346.22","346.22","",
"Malta","MLT","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Myanmar","MMR","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.4","34.4","34.4","34.4","34.4","34.4","24.45","30.65","37.33","35.2","35.29","30.81","40.4","13.97","8.69","6.1","3.61","2.67","2.39","1.71","1.78","6.3","12.47","17.96","",
"Middle East & North Africa (excluding high income)","MNA","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.85008536581974","8.56518014363635","9.28038448004629","8.32783764700956","6.53181088619588","6.73729824216674","7.851542400809","5.46873210485401","3.38568337697197","4.28063567213534","6.71385949106599","4.61750895853345","4.91696334447725","3.94536826529356","3.34042595345973","2.91180478306533","3.72346189702722","4.16282739305283","4.84278858637185","4.70194065526498","4.61004620210401","5.49092473603102","4.83900799524321","5.46227905811571","",
"Montenegro","MNE","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mongolia","MNG","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Northern Mariana Islands","MNP","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
