"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Mozambique","MOZ","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","482.79","499.71","504.4","492.19","465.29","445.84","421.16","392.02","373.89","375.7","381.4","378.61","378.04","375.61","363.16","353.61","344.54","332.62","325.04","310.02","308.34","303.12","272.78","275.2","",
"Mauritania","MRT","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.89","91.84","90.91","94.81","85.5","83.66","75.86","75.53","65.37","32.88","36.23","46.39","24.34","27.11","56.3","73.55","94.53","72.79","54.52","41.2","43.86","41.23","47.99","38.34","",
"Mauritius","MUS","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malawi","MWI","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","451.86","463.81","438.59","403.39","375.22","371.07","355.85","346.38","357.92","376.5","382.34","369.25","324.47","288.33","259.62","238.98","224.82","219.7","210.95","201.69","218.76","220.65","226.75","227.92","",
"Malaysia","MYS","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.83","13.58","11.43","6.42","6.09","5.39","5.01","3.75","5.51","5.29","4.53","3.39","3.09","0.85","0.49","0.19","0.21","0.07","0","0","0","0","0","0","",
"North America","NAC","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Namibia","NAM","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.57","69.81","46.92","44.39","68.43","41.83","43.12","12.9","7.44","3.68","1.55","1.81","3.13","4.39","14.05","7.99","16.55","44.81","24.55","2.71","9.32","9.56","7.33","8.24","",
"New Caledonia","NCL","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","359.24","350.71","327.87","298.92","302.78","310.49","307.39","315.37","351.76","377.45","410.05","424.02","427.97","416.72","410.12","404.9","389.33","367.77","349.75","332.56","330.78","304.18","305.14","305.14","",
"Nigeria","NGA","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","401.79","394.49","381.75","382.09","390.12","395.9","398.57","400.61","402.01","389.96","363.36","339.51","316.22","297.83","287.7","283.81","284.83","288.98","291.07","293","304.37","299.27","299","299","",
"Nicaragua","NIC","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.78","2.96","2.15","1.86","1.88","1.79","0.83","0.35","0.2","0.16","0.17","0.23","0.3","0.28","0.27","0.53","1.45","2.49","3.58","2.93","5.62","5.04","3.44","1.42","",
"Netherlands","NLD","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Norway","NOR","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nepal","NPL","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.12","0.88","1.73","1.27","0.65","0.66","0.64","0.72","0.5","0.42","0.49","0.29","0.28","0.25","0.1","0.07","0.06","0.08","0.06","0.02","0.01","0","0","0","",
"Nauru","NRU","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"OECD members","OED","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Oman","OMN","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Other small states","OSS","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.08","6.63","6.02","5.63","4.06","4.9","4.82","4.61","4.1","5.32","7.38","9.52","8.09","6.66","4.72","4.68","4.7","3.74","3.16","2.82","2.35","2.15","11.08","17.61","",
"Panama","PAN","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.54","0.48","1.13","2.22","2.46","1.74","0.77","0.59","0.33","0.34","0.18","0.15","0.35","0.29","0.39","0.22","0.3","0.29","0.28","0.65","0.71","1.43","1.61","3.18","",
"Peru","PER","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.19","9.92","12.03","10.32","10.55","9.8","7.2","5.59","4.84","4.58","3.31","2.69","3.48","5.35","7.1","7.26","6.01","5.91","4.67","3.59","2.31","1.79","2.72","2.19","",
"Philippines","PHL","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.73","1.19","1.46","2.04","1.82","1.63","1.98","2.13","1.39","1.07","0.96","0.42","0.33","0.3","0.24","0.46","0.28","0.26","0.17","0.21","0.23","0.16","0.12","0.23","",
"Palau","PLW","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","264.08","252","208.62","217.7","269.94","216.27","219.58","179.69","164.32","211.09","141.39","114.39","154.67","171.06","189.34","101.19","134.9","134.03","138.57","131.79","149.77","123.55","162.7","147.2","",
"Poland","POL","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pre-demographic dividend","PRE","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","351.967873563165","352.913966368529","343.336183912538","338.724511636611","329.160700192187","322.374608843364","312.247403575368","300.993929878788","293.079436959014","285.062737684939","275.345937786228","264.244744129917","252.149968582693","240.401584155061","232.432129613179","229.823881340488","228.917465322814","230.640734888434","230.260756263006","227.563351526997","234.506297413249","232.22102131141","226.703350034488","226.568314620991","",
"Puerto Rico","PRI","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People's Rep.","PRK","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.79","12.42","10.56","1.76","1.67","0.71","0.72","0.5","1.72","1.5","1.38","1.71","2.22","1.45","1.06","0.7","0.5","0.46","0.36","0.18","0.18","0.23","0.21","0.31","",
"Portugal","PRT","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Paraguay","PRY","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.32","14.49","14.65","7.24","3.57","1.9","4.14","6.68","1.64","0.39","0.1","0","0","0","0","0","0","0","0","0","0","0","0","","",
"West Bank and Gaza","PSE","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"French Polynesia","PYF","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Romania","ROU","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Russian Federation","RUS","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Rwanda","RWA","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","183.31","172.94","158.19","139.72","122.48","152.04","150.05","88.02","69.73","153.74","104.65","36.94","59.69","109.49","202.3","308.04","410.08","711.44","477.57","385.35","213.12","118.74","85.57","53.64","",
"South Asia","SAS","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.8442141980415","18.7093341650897","17.4331569490247","17.9516417491964","18.837101843573","19.8259855265412","16.0279959007467","15.4085635644206","15.6944995380045","15.9133398140848","15.5984334816579","13.7429688796889","10.9873090913166","8.58132782074326","8.35078184785096","6.3214160334306","6.66405510436361","5.16932681373382","3.8368860044411","3.13313793826419","2.66647256108854","2.57423846446092","3.18909737941848","4.09928293859954","",
"Saudi Arabia","SAU","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.81","1.68","1.36","0.86","0.58","0.48","0.56","0.19","0.02","0.02","0.01","0.02","0.03","0.01","0.01","0.03","0.08","0.05","0.02","0.01","0.02","0","0","0","",
"Sudan","SDN","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.71","81.6","62.87","57.6","52.25","51.64","49.95","44.28","36.84","33.01","31.18","31.01","31.49","33.28","36.76","40.26","50.83","51.22","56.2","62.26","69.71","69.19","68.07","68.07","",
"Senegal","SEN","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","233.09","178.3","158.58","169.18","129.89","132.61","121.66","98.57","52.18","32.88","60.4","48.31","53.04","58.98","39.03","67.27","45.5","52.06","65.83","41.11","42.99","54.69","57.51","66.35","",
"Singapore","SGP","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Solomon Islands","SLB","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","583.82","643.07","618.21","518.28","718.98","598.05","579.21","314.03","184.87","146.81","173.27","114.49","91.96","91.15","56.99","62.89","128.37","156.8","125.88","195.76","154.7","204.13","210.95","237.04","",
"Sierra Leone","SLE","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","451.86","452.78","450.27","436.59","421.69","413.61","407.24","413.9","436.95","459.16","457.7","449","433.58","415.08","399.2","386.53","382.23","368.55","359.92","343","332.96","322.22","311.45","293.11","",
"El Salvador","SLV","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.62","0.3","0.1","0.07","0.09","0.05","0.04","0.03","0.03","0.02","0.01","0.01","0.01","0","0","0","0.01","0","0","0","0","0","0","0","",
"San Marino","SMR","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","131.18","140.5","133.16","131.39","119.74","130.84","118.29","99.07","60.41","38.04","40.28","33.3","34.2","41.13","49.5","57.95","57.8","54.59","59.99","60.17","55.72","64.45","58.3","58.89","",
"Serbia","SRB","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (excluding high income)","SSA","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","341.262215277758","342.863755018312","332.431916911276","328.940419205969","320.659415502241","309.660064719899","299.759963231326","288.004018220827","278.334113392723","276.555650560032","270.217336344064","258.751591829041","249.524241066906","241.224103444719","231.656818921403","228.259290682737","224.096735197835","227.842155791375","221.262165302031","217.939641703318","224.142905340255","219.460686596527","214.966197178154","217.818242631109","",
"South Sudan","SSD","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","350.29","350.78","345.09","336.08","322.16","312.45","298.19","279.42","272.55","275.98","282.18","286.99","282.19","278.38","271.28","268.72","264.92","276.57","278.92","296.93","287.9","275.31","257.8","253.16","",
"Sub-Saharan Africa","SSF","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","341.262215277758","342.863755018312","332.431916911276","328.940419205969","320.659415502241","309.660064719899","299.759963231326","288.004018220827","278.334113392723","276.555650560032","270.217336344064","258.751591829041","249.524241066906","241.22410344472","231.656818921403","228.259290682737","224.096735197835","227.842155791375","221.262165302031","217.939641703318","224.142905340255","219.460686596527","214.966197178154","217.818242631109","",
"Small states","SST","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","222.02","287.52","337.42","277.32","294.77","112.22","31.07","14.27","36.01","34.76","17.3","45.47","66.25","47.85","8.91","10.27","10.99","10.82","13.97","12.8","8.89","12.25","17.54","10.17","",
"Suriname","SUR","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","161.38","222.68","175.03","146.82","110.37","119.05","42.42","14.08","26.29","31.13","21.8","9.68","6.85","6.25","4.72","0.94","0.9","1.56","0.33","1.16","1.63","0.24","0","0","",
"Slovak Republic","SVK","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Slovenia","SVN","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sweden","SWE","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eswatini","SWZ","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7","4.74","2.26","1.15","1.91","0.92","0.51","0.28","0.19","0.34","0.86","1.21","1.3","2.3","1.22","0.99","0.78","1.36","2.1","0.76","0.7","1.49","0.63","1.73","",
"Sint Maarten (Dutch part)","SXM","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Syrian Arab Republic","SYR","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",
"Turks and Caicos Islands","TCA","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","270.89","275.38","241.59","238.71","235.73","239.92","241.51","235.76","237.53","244.9","244.8","228.35","215.88","208.42","211.87","214.4","212.89","215.44","223.48","216.04","208.42","207.01","209.61","206.54","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.8245361263852","5.45026496788846","5.12538307313378","5.2629032302387","5.67449444236009","5.25412143981943","5.1679665178186","4.59282438575915","4.70418918301803","5.11401493397218","5.23666051113903","4.51277684042974","5.13741337726503","3.78161629750496","3.42380353890293","2.42800838448139","2.55704425421526","2.27282829220305","2.27482272618786","2.22750261107243","2.2828041081643","","3.25821554156365","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Togo","TGO","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","436.08","430.52","440","455.65","466.89","466.88","458.8","433","386.14","336.89","311.38","304.8","333.79","368.01","367.17","353.97","319.38","275.54","250.15","236.78","241.53","238.96","237.55","230.33","",
"Thailand","THA","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.57","5.26","3.65","3.03","2.15","2.38","2.4","2.61","2.23","2.28","2.5","1.9","3.56","3.14","3.09","1.31","0.9","0.55","0.38","0.3","0.23","0.18","0.46","0.67","",
"Tajikistan","TJK","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.08","5.32","2.82","2.44","1.58","1","0.57","0.26","0.13","0.07","0.04","0.02","0.01","0","0","0","0","0","0","0","0","0","0","0","",
"Turkmenistan","TKM","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.08","0.03","0.06","0.02","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.4698065919969","10.8452575450177","9.7394498317067","9.39950172193464","9.16602631542683","10.0351895957577","8.51894396326198","7.5582220221097","5.25681047148957","5.12116285780506","6.04116368220519","4.48680468693491","4.22208759652859","4.10110142840366","3.34934026036144","3.98777069442422","4.74289387275743","6.4469978405064","6.27500861536841","6.007992634421","4.34662354199995","3.82852823824138","3.45709429021754","3.56091404117226","",
"Timor-Leste","TLS","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","158.38","158.38","126.21","78.3","267.85","172.38","178.86","121.35","138.17","100.55","93.53","29.52","6.8","1.3","0.43","0.1","0.1","0.01","0","0","0","0","0","0","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.85008536581974","8.56518014363635","9.28038448004629","8.32783764700956","6.53181088619588","6.73729824216674","7.851542400809","5.46873210485401","3.38568337697197","4.28063567213534","6.71385949106599","4.61750895853345","4.91696334447725","3.94536826529356","3.34042595345973","2.91180478306533","3.72346189702722","4.16282739305283","4.84278858637185","4.70194065526498","4.61004620210401","5.49092473603102","4.83900799524321","5.46227905811571","",
"Tonga","TON","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia (IDA & IBRD)","TSA","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.8442141980415","18.7093341650897","17.4331569490247","17.9516417491963","18.837101843573","19.8259855265412","16.0279959007467","15.4085635644206","15.6944995380045","15.9133398140848","15.5984334816579","13.7429688796889","10.9873090913166","8.58132782074326","8.35078184785096","6.3214160334306","6.66405510436361","5.16932681373382","3.8368860044411","3.13313793826419","2.66647256108854","2.57423846446092","3.18909737941848","4.09928293859954","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","341.262215277758","342.863755018312","332.431916911276","328.940419205969","320.659415502241","309.660064719899","299.759963231326","288.004018220827","278.334113392723","276.555650560032","270.217336344064","258.751591829041","249.524241066906","241.224103444719","231.656818921403","228.259290682737","224.096735197835","227.842155791375","221.262165302031","217.939641703318","224.142905340255","219.460686596527","214.966197178154","217.818242631109","",
"Trinidad and Tobago","TTO","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tunisia","TUN","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turkiye","TUR","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.69","2.51","2.35","2.09","1.19","0.46","0.17","0.07","0.04","0.01","0","0","0","0","0","0","0","0","0","0","","","","","",
"Tuvalu","TUV","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","337.7","321.86","300.38","280.98","266.91","252.52","226.27","198.47","175.03","155.78","145.63","133.03","121.43","131.35","145.44","141.24","133.91","122.93","110.65","114.39","121.33","131.65","131.47","128.42","",
"Uganda","UGA","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","487.64","508.34","500.39","484.17","449.69","433.39","421.01","415.08","417.55","422.53","408.82","393.98","375.85","331.75","293.81","253.15","282.77","294.53","262.37","262.38","283.48","262.55","267.39","258.39","",
"Ukraine","UKR","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Upper middle income","UMC","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.89159751818204","3.65042652048926","3.41983978130534","3.31652737132696","3.10229936224431","3.22792909848991","3.29773957956772","2.97836041744025","2.6751430226541","2.70601360810713","3.54218738412502","3.19348042076919","3.19946686636726","2.89268244978041","2.49182556516805","2.37197231837886","2.3898096477204","2.14742179855187","1.98115749829268","1.99746647925752","2.02926634088303","","2.38612087545539","","",
